	Date	Volume	Turnover	Open	High	Low	Close	Diff	Count	ds	Adj. Close	Adj. Open	y	Daily Change
668	2010-10-28	62,152,025	3,887,832,025	62.4	63.0	62.1	62.7	+0.70	13,925	2010-10-28	62.7	62.4	62.7	0.30000000000000426
669	2010-10-29	67,950,318	4,273,677,075	63.0	63.1	62.5	62.8	+0.10	15,541	2010-10-29	62.8	63.0	62.8	-0.20000000000000284
670	2010-11-01	76,412,451	4,844,601,716	63.4	63.5	63.0	63.5	+0.70	16,674	2010-11-01	63.5	63.4	63.5	0.10000000000000142
671	2010-11-02	24,422,860	1,544,655,880	63.0	63.4	63.0	63.3	-0.20	8,113	2010-11-02	63.3	63.0	63.3	0.29999999999999716
672	2010-11-03	45,944,910	2,925,816,274	63.5	64.0	63.3	63.9	+0.60	12,042	2010-11-03	63.9	63.5	63.9	0.3999999999999986
673	2010-11-04	32,789,288	2,092,387,807	63.9	64.1	63.6	63.9	 0.00	11,096	2010-11-04	63.9	63.9	63.9	0.0
674	2010-11-05	44,439,457	2,853,065,105	64.5	64.6	63.8	64.2	+0.30	12,995	2010-11-05	64.2	64.5	64.2	-0.29999999999999716
675	2010-11-08	25,993,414	1,646,648,272	64.2	64.2	63.1	63.3	-0.90	9,057	2010-11-08	63.3	64.2	63.3	-0.9000000000000057
676	2010-11-09	25,859,736	1,646,238,339	63.3	64.0	63.1	64.0	+0.70	9,060	2010-11-09	64.0	63.3	64.0	0.7000000000000028
677	2010-11-10	40,350,878	2,582,636,832	64.0	64.3	63.7	64.2	+0.20	8,993	2010-11-10	64.2	64.0	64.2	0.20000000000000284
678	2010-11-11	31,729,995	2,026,479,596	63.9	64.2	63.7	63.7	-0.50	9,432	2010-11-11	63.7	63.9	63.7	-0.19999999999999574
679	2010-11-12	29,717,715	1,881,294,945	63.6	64.0	63.0	63.0	-0.70	8,334	2010-11-12	63.0	63.6	63.0	-0.6000000000000014
680	2010-11-15	27,654,865	1,763,056,334	63.8	64.0	63.2	63.9	+0.90	7,637	2010-11-15	63.9	63.8	63.9	0.10000000000000142
681	2010-11-16	57,574,940	3,709,785,040	64.3	64.7	64.1	64.5	+0.60	13,615	2010-11-16	64.5	64.3	64.5	0.20000000000000284
682	2010-11-17	51,389,635	3,289,392,041	64.2	64.5	63.6	63.8	-0.70	13,110	2010-11-17	63.8	64.2	63.8	-0.4000000000000057
683	2010-11-18	39,098,639	2,472,196,460	63.7	63.9	63.0	63.3	-0.50	8,795	2010-11-18	63.3	63.7	63.3	-0.4000000000000057
684	2010-11-19	23,828,288	1,514,110,594	63.6	64.0	63.0	63.7	+0.40	6,361	2010-11-19	63.7	63.6	63.7	0.10000000000000142
685	2010-11-22	25,455,014	1,626,202,406	63.6	64.3	63.2	63.8	+0.10	7,429	2010-11-22	63.8	63.6	63.8	0.19999999999999574
686	2010-11-23	31,197,401	1,980,052,805	63.7	63.8	63.3	63.4	-0.40	7,535	2010-11-23	63.4	63.7	63.4	-0.30000000000000426
687	2010-11-24	29,838,835	1,900,190,249	63.0	64.0	63.0	63.2	-0.20	6,770	2010-11-24	63.2	63.0	63.2	0.20000000000000284
688	2010-11-25	35,239,560	2,261,940,415	63.8	64.5	63.5	64.4	+1.20	10,703	2010-11-25	64.4	63.8	64.4	0.6000000000000085
689	2010-11-26	34,464,743	2,217,689,791	63.9	64.5	63.9	64.4	 0.00	8,509	2010-11-26	64.4	63.9	64.4	0.5000000000000071
690	2010-11-29	35,816,781	2,304,258,384	64.6	64.7	63.8	64.3	-0.10	6,117	2010-11-29	64.3	64.6	64.3	-0.29999999999999716
691	2010-11-30	70,250,069	4,482,529,806	63.8	64.4	63.4	63.4	-0.90	9,730	2010-11-30	63.4	63.8	63.4	-0.3999999999999986
692	2010-12-01	58,436,751	3,757,027,201	63.8	64.6	63.8	64.6	+1.20	11,510	2010-12-01	64.6	63.8	64.6	0.7999999999999972
693	2010-12-02	88,027,127	5,805,770,321	65.0	66.4	64.9	66.2	+1.60	22,785	2010-12-02	66.2	65.0	66.2	1.2000000000000028
694	2010-12-03	130,917,340	8,902,402,620	66.8	70.0	66.7	68.3	+2.10	32,016	2010-12-03	68.3	66.8	68.3	1.5
695	2010-12-06	58,841,593	4,053,926,413	68.9	69.5	68.4	68.5	+0.20	14,842	2010-12-06	68.5	68.9	68.5	-0.4000000000000057
696	2010-12-07	59,039,512	4,014,164,116	68.5	68.6	67.6	68.0	-0.50	12,467	2010-12-07	68.0	68.5	68.0	-0.5
697	2010-12-08	47,351,126	3,222,609,021	68.6	68.7	67.8	68.0	 0.00	10,085	2010-12-08	68.0	68.6	68.0	-0.5999999999999943
698	2010-12-09	91,627,105	6,392,717,942	69.0	70.1	68.8	70.0	+2.00	23,501	2010-12-09	70.0	69.0	70.0	1.0
699	2010-12-10	32,865,475	2,286,354,688	69.6	69.9	69.3	69.7	-0.30	7,316	2010-12-10	69.7	69.6	69.7	0.10000000000000853
700	2010-12-13	38,255,713	2,659,379,895	70.0	70.4	69.0	69.4	-0.30	9,002	2010-12-13	69.4	70.0	69.4	-0.5999999999999943
701	2010-12-14	58,489,659	4,040,656,094	69.9	69.9	68.7	69.0	-0.40	11,466	2010-12-14	69.0	69.9	69.0	-0.9000000000000057
702	2010-12-15	57,589,685	4,006,673,200	68.6	70.1	68.5	70.0	+1.00	11,925	2010-12-15	70.0	68.6	70.0	1.4000000000000057
703	2010-12-16	66,209,125	4,701,959,177	70.0	71.6	69.8	71.2	+1.20	15,793	2010-12-16	71.2	70.0	71.2	1.2000000000000028
704	2010-12-17	111,499,233	8,145,175,666	72.0	75.0	71.6	72.9	+1.70	28,863	2010-12-17	72.9	72.0	72.9	0.9000000000000057
705	2010-12-20	93,319,672	6,674,936,912	73.0	73.0	70.9	71.2	-1.70	16,128	2010-12-20	71.2	73.0	71.2	-1.7999999999999972
706	2010-12-21	63,310,149	4,504,047,465	71.5	71.6	70.8	71.3	+0.10	8,535	2010-12-21	71.3	71.5	71.3	-0.20000000000000284
707	2010-12-22	27,073,200	1,922,771,300	71.1	71.6	70.7	71.2	-0.10	7,441	2010-12-22	71.2	71.1	71.2	0.10000000000000853
708	2010-12-23	35,614,804	2,527,957,184	71.8	71.8	70.7	71.0	-0.20	9,110	2010-12-23	71.0	71.8	71.0	-0.7999999999999972
709	2010-12-24	56,586,878	4,008,439,117	71.0	71.0	70.5	70.8	-0.20	4,883	2010-12-24	70.8	71.0	70.8	-0.20000000000000284
710	2010-12-27	45,211,396	3,182,737,933	70.8	70.8	70.0	70.7	-0.10	6,189	2010-12-27	70.7	70.8	70.7	-0.09999999999999432
711	2010-12-28	36,610,483	2,592,330,584	70.9	71.0	70.6	70.9	+0.20	6,975	2010-12-28	70.9	70.9	70.9	0.0
712	2010-12-29	40,414,979	2,845,810,408	70.8	70.8	70.2	70.6	-0.30	8,366	2010-12-29	70.6	70.8	70.6	-0.20000000000000284
713	2010-12-30	55,579,081	3,913,465,496	70.6	70.8	70.1	70.6	 0.00	8,588	2010-12-30	70.6	70.6	70.6	0.0
714	2010-12-31	143,761,763	10,247,046,473	70.5	72.3	70.3	71.0	+0.40	15,792	2010-12-31	71.0	70.5	71.0	0.5
715	2011-01-03	35,747,205	2,541,551,155	71.5	71.6	70.8	71.1	+0.10	7,394	2011-01-03	71.1	71.5	71.1	-0.4000000000000057
716	2011-01-04	36,048,199	2,567,399,929	71.0	71.6	70.8	71.2	+0.10	8,813	2011-01-04	71.2	71.0	71.2	0.20000000000000284
717	2011-01-05	54,327,088	3,811,818,734	70.9	71.1	69.6	69.8	-1.40	12,673	2011-01-05	69.8	70.9	69.8	-1.1000000000000085
718	2011-01-06	46,802,332	3,295,606,915	69.8	71.0	69.7	71.0	+1.20	8,619	2011-01-06	71.0	69.8	71.0	1.2000000000000028
719	2011-01-07	170,328,819	12,335,418,871	71.9	73.0	71.9	72.5	+1.50	23,691	2011-01-07	72.5	71.9	72.5	0.5999999999999943
720	2011-01-10	69,703,894	5,110,967,768	73.0	74.2	72.6	74.2	+1.70	16,369	2011-01-10	74.2	73.0	74.2	1.2000000000000028
721	2011-01-11	82,758,806	6,162,045,858	74.1	74.9	73.8	74.5	+0.30	16,810	2011-01-11	74.5	74.1	74.5	0.4000000000000057
722	2011-01-12	53,637,687	4,014,372,696	74.7	75.0	74.7	74.9	+0.40	10,433	2011-01-12	74.9	74.7	74.9	0.20000000000000284
723	2011-01-13	93,105,337	6,938,412,487	75.1	75.3	74.2	74.6	-0.30	12,512	2011-01-13	74.6	75.1	74.6	-0.5
724	2011-01-14	29,817,293	2,220,104,622	74.4	74.8	74.1	74.8	+0.20	5,767	2011-01-14	74.8	74.4	74.8	0.3999999999999915
725	2011-01-17	67,400,276	5,092,053,375	75.4	75.9	75.3	75.8	+1.00	11,899	2011-01-17	75.8	75.4	75.8	0.3999999999999915
726	2011-01-18	57,357,186	4,373,750,537	75.5	77.4	75.2	76.8	+1.00	13,917	2011-01-18	76.8	75.5	76.8	1.2999999999999972
727	2011-01-19	87,297,730	6,768,302,794	76.9	78.3	76.6	78.0	+1.20	19,410	2011-01-19	78.0	76.9	78.0	1.0999999999999943
728	2011-01-20	43,718,267	3,341,141,503	77.0	77.0	76.1	76.4	-1.60	14,962	2011-01-20	76.4	77.0	76.4	-0.5999999999999943
729	2011-01-21	81,475,611	6,091,444,279	74.0	75.2	74.0	74.6	-1.80	15,460	2011-01-21	74.6	74.0	74.6	0.5999999999999943
730	2011-01-24	46,169,039	3,467,457,893	75.2	75.4	74.6	75.3	+0.70	8,248	2011-01-24	75.3	75.2	75.3	0.09999999999999432
731	2011-01-25	50,794,623	3,826,117,525	75.9	75.9	74.9	75.0	-0.30	9,000	2011-01-25	75.0	75.9	75.0	-0.9000000000000057
732	2011-01-26	66,830,494	4,989,976,065	74.6	75.2	74.3	74.6	-0.40	11,664	2011-01-26	74.6	74.6	74.6	0.0
733	2011-01-27	69,892,004	5,251,216,072	74.9	75.4	74.8	75.2	+0.60	13,786	2011-01-27	75.2	74.9	75.2	0.29999999999999716
734	2011-01-28	110,404,458	8,379,115,848	75.2	76.9	74.9	76.3	+1.10	22,572	2011-01-28	76.3	75.2	76.3	1.0999999999999943
735	2011-02-08	110,969,823	8,381,585,010	77.0	77.0	74.8	75.5	-0.80	26,740	2011-02-08	75.5	77.0	75.5	-1.5
736	2011-02-09	81,246,782	6,040,472,175	75.5	75.6	73.8	73.8	-1.70	20,142	2011-02-09	73.8	75.5	73.8	-1.7000000000000028
737	2011-02-10	83,632,934	6,078,858,298	73.1	73.4	72.0	72.0	-1.80	20,588	2011-02-10	72.0	73.1	72.0	-1.0999999999999943
738	2011-02-11	112,430,037	8,044,680,271	72.2	72.4	70.9	71.4	-0.60	26,850	2011-02-11	71.4	72.2	71.4	-0.7999999999999972
739	2011-02-14	66,889,583	4,841,305,528	72.0	72.9	71.5	72.5	+1.10	14,377	2011-02-14	72.5	72.0	72.5	0.5
740	2011-02-15	56,495,041	4,102,685,127	72.4	73.1	71.4	72.5	 0.00	13,726	2011-02-15	72.5	72.4	72.5	0.09999999999999432
741	2011-02-16	54,423,863	3,933,560,828	72.4	72.7	71.9	72.1	-0.40	11,904	2011-02-16	72.1	72.4	72.1	-0.30000000000001137
742	2011-02-17	49,330,644	3,562,377,585	72.4	72.9	71.6	72.5	+0.40	11,030	2011-02-17	72.5	72.4	72.5	0.09999999999999432
743	2011-02-18	74,599,914	5,483,477,622	73.1	73.9	73.0	73.0	+0.50	14,923	2011-02-18	73.0	73.1	73.0	-0.09999999999999432
744	2011-02-21	39,070,280	2,849,659,463	73.1	73.4	72.3	73.4	+0.40	7,394	2011-02-21	73.4	73.1	73.4	0.30000000000001137
745	2011-02-22	82,661,396	5,929,226,108	72.2	72.5	71.2	72.5	-0.90	18,155	2011-02-22	72.5	72.2	72.5	0.29999999999999716
746	2011-02-23	80,262,579	5,724,036,296	71.5	71.9	70.5	71.0	-1.50	19,137	2011-02-23	71.0	71.5	71.0	-0.5
747	2011-02-24	62,768,424	4,454,063,545	71.0	71.4	70.5	70.5	-0.50	12,755	2011-02-24	70.5	71.0	70.5	-0.5
748	2011-02-25	78,873,152	5,559,067,692	70.6	71.1	69.9	70.5	 0.00	17,438	2011-02-25	70.5	70.6	70.5	-0.09999999999999432
749	2011-03-01	84,618,121	6,003,532,203	70.0	71.8	70.0	71.4	+0.90	15,496	2011-03-01	71.4	70.0	71.4	1.4000000000000057
750	2011-03-02	53,047,407	3,745,323,697	70.8	71.0	70.4	70.4	-1.00	12,752	2011-03-02	70.4	70.8	70.4	-0.3999999999999915
751	2011-03-03	59,498,499	4,214,044,381	70.1	71.6	70.1	70.8	+0.40	10,928	2011-03-03	70.8	70.1	70.8	0.7000000000000028
752	2011-03-04	60,659,920	4,348,797,572	71.5	72.0	71.3	71.8	+1.00	11,646	2011-03-04	71.8	71.5	71.8	0.29999999999999716
753	2011-03-07	30,172,470	2,149,438,070	71.6	71.7	70.9	70.9	-0.90	7,613	2011-03-07	70.9	71.6	70.9	-0.6999999999999886
754	2011-03-08	55,818,519	3,982,273,270	70.5	71.8	70.5	71.5	+0.60	9,129	2011-03-08	71.5	70.5	71.5	1.0
755	2011-03-09	46,796,528	3,350,255,428	72.2	72.2	71.1	71.4	-0.10	7,702	2011-03-09	71.4	72.2	71.4	-0.7999999999999972
756	2011-03-10	64,180,088	4,539,678,068	72.1	72.1	70.1	70.5	-0.90	13,650	2011-03-10	70.5	72.1	70.5	-1.5999999999999943
757	2011-03-11	52,600,534	3,687,666,814	70.0	70.6	69.5	70.0	-0.50	12,715	2011-03-11	70.0	70.0	70.0	0.0
758	2011-03-14	48,041,338	3,354,385,405	70.3	70.5	69.1	70.3	+0.30	10,839	2011-03-14	70.3	70.3	70.3	0.0
759	2011-03-15	117,025,324	7,953,678,108	70.0	70.1	66.2	68.0	-2.30	26,883	2011-03-15	68.0	70.0	68.0	-2.0
760	2011-03-16	62,389,483	4,274,786,011	68.8	69.1	68.1	68.5	+0.50	12,755	2011-03-16	68.5	68.8	68.5	-0.29999999999999716
761	2011-03-17	105,442,287	7,033,491,536	66.8	67.5	65.7	67.4	-1.10	22,945	2011-03-17	67.4	66.8	67.4	0.6000000000000085
762	2011-03-18	55,721,233	3,780,251,570	67.8	68.4	67.2	68.3	+0.90	13,797	2011-03-18	68.3	67.8	68.3	0.5
763	2011-03-21	36,534,983	2,510,013,669	68.3	69.1	68.0	69.0	+0.70	9,293	2011-03-21	69.0	68.3	69.0	0.7000000000000028
764	2011-03-22	34,736,830	2,393,692,119	69.5	69.5	68.4	68.6	-0.40	8,792	2011-03-22	68.6	69.5	68.6	-0.9000000000000057
765	2011-03-23	31,238,583	2,142,998,527	69.1	69.1	68.1	68.7	+0.10	8,969	2011-03-23	68.7	69.1	68.7	-0.3999999999999915
766	2011-03-24	44,747,838	3,111,389,809	69.1	70.1	69.0	69.4	+0.70	10,271	2011-03-24	69.4	69.1	69.4	0.30000000000001137
767	2011-03-25	51,712,263	3,656,021,795	70.4	71.2	70.0	71.2	+1.80	14,870	2011-03-25	71.2	70.4	71.2	0.7999999999999972
768	2011-03-28	31,030,915	2,197,248,591	70.6	71.0	70.3	71.0	-0.20	8,150	2011-03-28	71.0	70.6	71.0	0.4000000000000057
769	2011-03-29	34,871,283	2,468,543,490	70.6	71.2	70.4	70.8	-0.20	8,045	2011-03-29	70.8	70.6	70.8	0.20000000000000284
770	2011-03-30	60,975,449	4,290,358,805	70.3	70.8	70.0	70.3	-0.50	11,251	2011-03-30	70.3	70.3	70.3	0.0
771	2011-03-31	46,429,498	3,272,055,557	71.0	71.0	70.0	70.6	+0.30	7,943	2011-03-31	70.6	71.0	70.6	-0.4000000000000057
772	2011-04-01	30,274,033	2,133,378,022	70.7	70.8	70.1	70.7	+0.10	5,174	2011-04-01	70.7	70.7	70.7	0.0
773	2011-04-06	114,460,250	8,301,842,095	71.5	72.9	71.5	72.9	+2.20	25,496	2011-04-06	72.9	71.5	72.9	1.4000000000000057
774	2011-04-07	45,215,954	3,283,279,085	73.0	73.0	72.3	72.8	-0.10	9,827	2011-04-07	72.8	73.0	72.8	-0.20000000000000284
775	2011-04-08	65,763,831	4,782,338,327	72.9	73.0	72.4	72.9	+0.10	9,173	2011-04-08	72.9	72.9	72.9	0.0
776	2011-04-11	62,602,112	4,503,047,226	73.0	73.0	70.9	71.1	-1.80	10,791	2011-04-11	71.1	73.0	71.1	-1.9000000000000057
777	2011-04-12	45,964,636	3,231,872,388	70.5	70.7	70.1	70.1	-1.00	10,389	2011-04-12	70.1	70.5	70.1	-0.4000000000000057
778	2011-04-13	27,891,600	1,964,191,434	70.1	70.8	70.0	70.7	+0.60	6,801	2011-04-13	70.7	70.1	70.7	0.6000000000000085
779	2011-04-14	53,756,684	3,757,806,950	70.3	70.5	69.6	69.8	-0.90	12,461	2011-04-14	69.8	70.3	69.8	-0.5
780	2011-04-15	52,231,570	3,629,601,369	70.0	70.0	69.1	69.2	-0.60	11,026	2011-04-15	69.2	70.0	69.2	-0.7999999999999972
781	2011-04-18	27,185,278	1,877,233,082	69.8	69.8	68.8	69.0	-0.20	6,035	2011-04-18	69.0	69.8	69.0	-0.7999999999999972
782	2011-04-19	42,733,182	2,915,769,158	68.5	68.5	68.0	68.1	-0.90	9,788	2011-04-19	68.1	68.5	68.1	-0.4000000000000057
783	2011-04-20	48,244,873	3,333,577,105	69.0	69.8	68.5	69.8	+1.70	9,868	2011-04-20	69.8	69.0	69.8	0.7999999999999972
784	2011-04-21	50,937,217	3,606,899,284	70.7	71.3	70.3	70.7	+0.90	12,730	2011-04-21	70.7	70.7	70.7	0.0
785	2011-04-22	25,371,724	1,792,206,477	70.9	71.0	70.3	70.9	+0.20	5,550	2011-04-22	70.9	70.9	70.9	0.0
786	2011-04-25	22,103,592	1,556,732,134	71.0	71.1	70.1	70.3	-0.60	4,696	2011-04-25	70.3	71.0	70.3	-0.7000000000000028
787	2011-04-26	31,931,088	2,226,635,524	69.7	70.3	69.1	70.3	 0.00	8,675	2011-04-26	70.3	69.7	70.3	0.5999999999999943
788	2011-04-27	59,307,601	4,271,965,822	71.5	72.7	71.5	72.3	+2.00	17,352	2011-04-27	72.3	71.5	72.3	0.7999999999999972
789	2011-04-28	83,614,038	6,125,682,340	73.4	73.7	72.9	73.0	+0.70	17,830	2011-04-28	73.0	73.4	73.0	-0.4000000000000057
790	2011-04-29	93,588,212	6,882,965,276	73.7	73.9	72.9	73.2	+0.20	17,949	2011-04-29	73.2	73.7	73.2	-0.5
791	2011-05-03	81,669,099	6,066,179,700	73.9	74.8	73.6	74.6	+1.40	19,824	2011-05-03	74.6	73.9	74.6	0.6999999999999886
792	2011-05-04	46,678,225	3,433,260,073	74.4	74.4	73.0	73.8	-0.80	10,039	2011-05-04	73.8	74.4	73.8	-0.6000000000000085
793	2011-05-05	45,484,174	3,378,326,290	74.0	74.8	73.6	74.8	+1.00	11,504	2011-05-05	74.8	74.0	74.8	0.7999999999999972
794	2011-05-06	54,111,533	4,059,218,987	75.0	75.6	74.4	75.0	+0.20	14,830	2011-05-06	75.0	75.0	75.0	0.0
795	2011-05-09	64,708,117	4,897,105,327	75.6	76.1	75.2	75.5	+0.50	11,734	2011-05-09	75.5	75.6	75.5	-0.09999999999999432
796	2011-05-10	43,355,853	3,237,316,122	75.6	75.6	74.4	74.4	-1.10	9,744	2011-05-10	74.4	75.6	74.4	-1.1999999999999886
797	2011-05-11	43,256,281	3,243,205,073	75.3	75.3	74.6	75.0	+0.60	8,555	2011-05-11	75.0	75.3	75.0	-0.29999999999999716
798	2011-05-12	59,055,772	4,439,548,659	74.2	76.0	74.1	75.7	+0.70	13,621	2011-05-12	75.7	74.2	75.7	1.5
799	2011-05-13	40,118,462	3,043,904,778	76.0	76.1	75.5	75.9	+0.20	9,913	2011-05-13	75.9	76.0	75.9	-0.09999999999999432
800	2011-05-16	34,105,848	2,560,369,491	75.9	75.9	74.7	74.9	-1.00	6,607	2011-05-16	74.9	75.9	74.9	-1.0
801	2011-05-17	41,402,144	3,119,333,671	74.6	76.0	74.6	75.6	+0.70	10,167	2011-05-17	75.6	74.6	75.6	1.0
802	2011-05-18	28,263,408	2,130,897,500	75.3	75.8	74.9	75.3	-0.30	6,393	2011-05-18	75.3	75.3	75.3	0.0
803	2011-05-19	58,823,651	4,460,406,004	74.9	76.3	74.9	75.2	-0.10	10,381	2011-05-19	75.2	74.9	75.2	0.29999999999999716
804	2011-05-20	33,000,080	2,493,815,774	76.0	76.0	74.9	75.5	+0.30	6,934	2011-05-20	75.5	76.0	75.5	-0.5
805	2011-05-23	39,033,336	2,930,155,900	74.7	75.5	74.5	75.1	-0.40	7,808	2011-05-23	75.1	74.7	75.1	0.3999999999999915
806	2011-05-24	34,788,138	2,599,793,554	74.9	75.1	74.2	74.8	-0.30	7,252	2011-05-24	74.8	74.9	74.8	-0.10000000000000853
807	2011-05-25	59,580,438	4,415,640,385	74.2	74.9	73.3	74.5	-0.30	11,539	2011-05-25	74.5	74.2	74.5	0.29999999999999716
808	2011-05-26	33,240,611	2,473,777,614	75.0	75.0	74.0	74.2	-0.30	6,184	2011-05-26	74.2	75.0	74.2	-0.7999999999999972
809	2011-05-27	49,929,460	3,699,398,420	73.8	74.5	73.8	74.0	-0.20	8,290	2011-05-27	74.0	73.8	74.0	0.20000000000000284
810	2011-05-30	33,733,362	2,524,331,116	74.0	75.3	74.0	75.1	+1.10	7,159	2011-05-30	75.1	74.0	75.1	1.0999999999999943
811	2011-05-31	62,918,492	4,799,615,122	75.5	76.9	75.4	76.7	+1.60	14,707	2011-05-31	76.7	75.5	76.7	1.2000000000000028
812	2011-06-01	45,321,656	3,488,783,299	76.3	77.3	76.3	77.0	+0.30	12,368	2011-06-01	77.0	76.3	77.0	0.7000000000000028
813	2011-06-02	61,881,218	4,759,830,178	76.3	77.4	76.3	76.4	-0.60	11,664	2011-06-02	76.4	76.3	76.4	0.10000000000000853
814	2011-06-03	36,770,550	2,822,036,850	77.0	77.2	76.1	77.2	+0.80	7,149	2011-06-03	77.2	77.0	77.2	0.20000000000000284
815	2011-06-07	41,425,578	3,213,436,992	77.2	78.2	76.6	77.5	+0.30	11,181	2011-06-07	77.5	77.2	77.5	0.29999999999999716
816	2011-06-08	58,253,016	4,519,789,810	77.1	78.0	77.1	77.5	 0.00	8,862	2011-06-08	77.5	77.1	77.5	0.4000000000000057
817	2011-06-09	36,964,778	2,849,471,423	78.0	78.0	76.8	76.9	-0.60	7,818	2011-06-09	76.9	78.0	76.9	-1.0999999999999943
818	2011-06-10	55,348,517	4,214,876,102	77.0	77.5	75.1	75.3	-1.60	15,429	2011-06-10	75.3	77.0	75.3	-1.7000000000000028
819	2011-06-13	72,548,035	5,389,059,717	74.5	75.0	73.9	74.7	-0.60	13,505	2011-06-13	74.7	74.5	74.7	0.20000000000000284
820	2011-06-14	52,975,332	4,004,129,070	74.5	76.4	74.5	76.2	+1.50	11,341	2011-06-14	76.2	74.5	76.2	1.7000000000000028
821	2011-06-15	91,840,464	7,051,595,267	77.0	77.4	76.1	77.0	+0.80	13,586	2011-06-15	77.0	77.0	77.0	0.0
822	2011-06-16	63,134,906	4,779,979,485	76.0	76.2	75.4	75.5	-1.50	11,314	2011-06-16	75.5	76.0	75.5	-0.5
823	2011-06-17	91,732,005	6,844,046,003	75.0	75.1	74.1	74.2	-1.30	16,326	2011-06-17	74.2	75.0	74.2	-0.7999999999999972
824	2011-06-20	31,787,173	2,381,029,976	74.6	75.4	74.1	74.9	+0.70	7,386	2011-06-20	74.9	74.6	74.9	0.30000000000001137
825	2011-06-21	42,663,024	3,234,102,432	75.4	76.2	75.3	75.9	+1.00	9,032	2011-06-21	75.9	75.4	75.9	0.5
826	2011-06-22	46,702,856	3,517,723,800	76.3	76.3	74.6	75.0	-0.90	9,351	2011-06-22	75.0	76.3	75.0	-1.2999999999999972
827	2011-06-23	70,233,153	5,213,627,372	74.7	74.9	73.8	74.2	-0.80	13,195	2011-06-23	74.2	74.7	74.2	-0.5
828	2011-06-24	86,769,132	6,309,240,008	73.6	73.6	71.9	72.9	-1.30	16,470	2011-06-24	72.9	73.6	72.9	-0.6999999999999886
829	2011-06-27	65,176,171	4,683,848,612	72.0	72.1	71.6	72.0	-0.90	14,604	2011-06-27	72.0	72.0	72.0	0.0
830	2011-06-28	101,716,180	7,347,339,744	72.1	72.6	71.8	72.5	+0.50	16,823	2011-06-28	72.5	72.1	72.5	0.4000000000000057
831	2011-06-29	93,105,765	6,628,947,156	70.9	72.1	70.4	71.4	X0.00	21,630	2011-06-29	71.4	70.9	71.4	0.5
832	2011-06-30	48,913,227	3,508,412,909	71.4	72.2	71.3	72.2	+0.80	11,473	2011-06-30	72.2	71.4	72.2	0.7999999999999972
833	2011-07-01	41,924,811	3,041,361,758	72.2	73.0	72.0	72.8	+0.60	9,108	2011-07-01	72.8	72.2	72.8	0.5999999999999943
834	2011-07-04	44,330,249	3,265,852,793	73.9	73.9	73.1	73.5	+0.70	10,247	2011-07-04	73.5	73.9	73.5	-0.4000000000000057
835	2011-07-05	39,009,290	2,839,150,300	73.2	73.3	72.4	73.2	-0.30	6,807	2011-07-05	73.2	73.2	73.2	0.0
836	2011-07-06	43,443,966	3,169,242,267	73.2	73.4	72.5	72.8	-0.40	6,816	2011-07-06	72.8	73.2	72.8	-0.4000000000000057
837	2011-07-07	47,743,268	3,429,527,818	72.1	72.3	71.5	71.6	-1.20	12,693	2011-07-07	71.6	72.1	71.6	-0.5
838	2011-07-08	52,961,930	3,838,413,159	72.1	72.8	72.0	72.5	+0.90	8,251	2011-07-08	72.5	72.1	72.5	0.4000000000000057
839	2011-07-11	52,112,506	3,701,064,900	72.6	72.6	70.2	71.3	-1.20	12,078	2011-07-11	71.3	72.6	71.3	-1.2999999999999972
840	2011-07-12	40,008,149	2,818,009,872	70.6	70.8	70.1	70.3	-1.00	8,940	2011-07-12	70.3	70.6	70.3	-0.29999999999999716
841	2011-07-13	69,109,535	4,966,551,927	70.5	72.5	70.1	72.2	+1.90	19,813	2011-07-13	72.2	70.5	72.2	1.7000000000000028
842	2011-07-14	54,411,654	3,845,784,434	70.5	71.4	70.1	70.7	-1.50	13,982	2011-07-14	70.7	70.5	70.7	0.20000000000000284
843	2011-07-15	89,121,604	6,223,266,856	70.0	70.2	69.5	69.9	-0.80	20,328	2011-07-15	69.9	70.0	69.9	-0.09999999999999432
844	2011-07-18	37,965,672	2,648,614,211	69.7	70.2	69.4	69.7	-0.20	7,786	2011-07-18	69.7	69.7	69.7	0.0
845	2011-07-19	57,459,752	3,960,351,788	69.6	69.8	68.5	68.5	-1.20	16,242	2011-07-19	68.5	69.6	68.5	-1.0999999999999943
846	2011-07-20	58,272,255	4,121,417,467	69.7	71.7	69.4	71.6	+3.10	18,930	2011-07-20	71.6	69.7	71.6	1.8999999999999915
847	2011-07-21	33,277,022	2,364,484,248	71.4	71.6	70.6	71.6	 0.00	8,282	2011-07-21	71.6	71.4	71.6	0.19999999999998863
848	2011-07-22	38,243,895	2,758,712,171	72.4	72.4	71.7	72.0	+0.40	10,571	2011-07-22	72.0	72.4	72.0	-0.4000000000000057
849	2011-07-25	34,963,097	2,517,386,855	72.4	72.5	71.4	72.0	 0.00	6,909	2011-07-25	72.0	72.4	72.0	-0.4000000000000057
850	2011-07-26	53,159,077	3,880,977,197	72.3	73.7	72.3	73.7	+1.70	14,102	2011-07-26	73.7	72.3	73.7	1.4000000000000057
851	2011-07-27	45,636,420	3,357,642,111	73.7	73.9	73.0	73.4	-0.30	7,358	2011-07-27	73.4	73.7	73.4	-0.29999999999999716
852	2011-07-28	33,720,583	2,458,820,782	72.8	73.4	72.3	73.0	-0.40	7,741	2011-07-28	73.0	72.8	73.0	0.20000000000000284
