	Date	Volume	Turnover	Open	High	Low	Close	Diff	Count	ds	Adj. Close	Adj. Open	y	Daily Change
53	2008-05-19	81,981,397	5,700,215,393	69.2	69.8	69.2	69.4	+0.20	9,562	2008-05-19	69.4	69.2	69.4	0.20000000000000284
54	2008-05-20	76,013,833	5,201,972,744	69.2	69.5	67.4	68.2	-1.20	10,981	2008-05-20	68.2	69.2	68.2	-1.0
55	2008-05-21	42,667,095	2,873,121,188	67.8	67.9	67.0	67.3	-0.90	7,803	2008-05-21	67.3	67.8	67.3	-0.5
56	2008-05-22	44,427,879	2,940,132,015	66.2	66.9	65.9	66.9	-0.40	9,979	2008-05-22	66.9	66.2	66.9	0.7000000000000028
57	2008-05-23	60,286,093	3,979,009,554	66.0	66.6	65.5	65.5	-1.40	10,168	2008-05-23	65.5	66.0	65.5	-0.5
58	2008-05-26	48,696,424	3,164,985,817	64.8	65.8	64.5	65.5	 0.00	8,550	2008-05-26	65.5	64.8	65.5	0.7000000000000028
59	2008-05-27	32,659,559	2,144,788,394	66.5	66.5	65.2	65.8	+0.30	5,233	2008-05-27	65.8	66.5	65.8	-0.7000000000000028
60	2008-05-28	113,604,876	7,615,256,689	66.8	67.5	66.6	67.0	+1.20	14,906	2008-05-28	67.0	66.8	67.0	0.20000000000000284
61	2008-05-29	102,478,204	6,948,777,025	68.0	68.1	67.1	67.1	+0.10	12,311	2008-05-29	67.1	68.0	67.1	-0.9000000000000057
62	2008-05-30	180,096,516	12,039,673,476	67.9	68.0	65.6	65.6	-1.50	12,172	2008-05-30	65.6	67.9	65.6	-2.3000000000000114
63	2008-06-02	52,392,013	3,521,393,686	66.5	67.6	66.3	67.6	+2.00	7,696	2008-06-02	67.6	66.5	67.6	1.0999999999999943
64	2008-06-03	61,836,907	4,134,173,388	67.4	67.6	66.1	66.1	-1.50	7,957	2008-06-03	66.1	67.4	66.1	-1.3000000000000114
65	2008-06-04	34,519,015	2,314,271,405	66.2	67.3	66.2	67.1	+1.00	5,616	2008-06-04	67.1	66.2	67.1	0.8999999999999915
66	2008-06-05	80,969,842	5,432,231,755	67.4	67.8	66.5	67.8	+0.70	6,870	2008-06-05	67.8	67.4	67.8	0.3999999999999915
67	2008-06-06	88,945,577	6,099,412,636	68.7	68.9	68.4	68.4	+0.60	11,333	2008-06-06	68.4	68.7	68.4	-0.29999999999999716
68	2008-06-09	106,078,225	6,965,461,604	67.0	67.0	65.1	65.3	-3.10	21,815	2008-06-09	65.3	67.0	65.3	-1.7000000000000028
69	2008-06-10	89,621,388	5,783,247,319	65.0	65.2	63.9	63.9	-1.40	16,593	2008-06-10	63.9	65.0	63.9	-1.1000000000000014
70	2008-06-11	46,577,938	3,036,333,347	64.5	65.9	64.2	65.9	+2.00	9,805	2008-06-11	65.9	64.5	65.9	1.4000000000000057
71	2008-06-12	74,063,725	4,797,616,527	64.5	65.4	64.0	64.8	-1.10	10,862	2008-06-12	64.8	64.5	64.8	0.29999999999999716
72	2008-06-13	51,762,219	3,368,200,534	65.2	65.4	64.8	64.8	 0.00	8,110	2008-06-13	64.8	65.2	64.8	-0.4000000000000057
73	2008-06-16	36,891,526	2,421,267,694	65.8	66.0	65.3	65.9	+1.10	5,374	2008-06-16	65.9	65.8	65.9	0.10000000000000853
74	2008-06-17	65,787,841	4,297,951,393	65.0	65.4	64.8	65.2	-0.70	6,251	2008-06-17	65.2	65.0	65.2	0.20000000000000284
75	2008-06-18	34,616,214	2,260,095,132	64.9	65.9	64.6	65.5	+0.30	5,671	2008-06-18	65.5	64.9	65.5	0.5999999999999943
76	2008-06-19	65,982,486	4,241,330,126	64.3	65.0	63.5	64.3	-1.20	9,674	2008-06-19	64.3	64.3	64.3	0.0
77	2008-06-20	67,414,913	4,320,158,919	64.5	64.9	63.2	63.7	-0.60	8,246	2008-06-20	63.7	64.5	63.7	-0.7999999999999972
78	2008-06-23	49,181,618	3,142,335,157	63.2	64.6	62.6	64.1	+0.40	7,546	2008-06-23	64.1	63.2	64.1	0.8999999999999915
79	2008-06-24	60,996,962	3,950,991,200	65.0	65.1	64.2	64.2	+0.10	10,122	2008-06-24	64.2	65.0	64.2	-0.7999999999999972
80	2008-06-25	92,105,477	6,031,499,482	64.5	66.5	64.3	66.2	+2.00	13,399	2008-06-25	66.2	64.5	66.2	1.7000000000000028
81	2008-06-26	55,036,263	3,591,424,895	66.7	66.7	64.6	65.0	-1.20	7,897	2008-06-26	65.0	66.7	65.0	-1.7000000000000028
82	2008-06-27	175,633,334	11,179,144,076	63.1	65.0	62.7	64.0	-1.00	14,621	2008-06-27	64.0	63.1	64.0	0.8999999999999986
83	2008-06-30	88,145,020	5,681,698,236	63.9	65.1	63.5	65.0	+1.00	11,704	2008-06-30	65.0	63.9	65.0	1.1000000000000014
84	2008-07-01	31,903,633	2,058,174,369	64.0	65.1	64.0	64.2	-0.80	5,100	2008-07-01	64.2	64.0	64.2	0.20000000000000284
85	2008-07-02	79,943,090	5,020,098,440	64.0	64.2	61.8	61.8	-2.40	18,068	2008-07-02	61.8	64.0	61.8	-2.200000000000003
86	2008-07-03	116,787,931	6,896,044,607	59.5	60.4	57.5	58.8	-3.00	20,479	2008-07-03	58.8	59.5	58.8	-0.7000000000000028
87	2008-07-04	56,047,349	3,302,893,819	59.3	59.9	58.4	59.0	+0.20	11,314	2008-07-04	59.0	59.3	59.0	-0.29999999999999716
