	Date	Volume	Turnover	Open	High	Low	Close	Diff	Count	ds	Adj. Close	Adj. Open	y	Daily Change
47	2014-01-08	30,933,475	3,209,563,219	103.0	104.5	102.5	104.0	+2.00	7,305	2014-01-08	104.0	103.0	104.0	1.0
48	2014-01-09	64,221,769	6,522,626,520	102.5	103.0	100.5	101.0	-3.00	19,873	2014-01-09	101.0	102.5	101.0	-1.5
49	2014-01-10	36,289,948	3,703,540,624	102.0	102.5	101.5	102.0	+1.00	7,619	2014-01-10	102.0	102.0	102.0	0.0
50	2014-01-13	22,080,716	2,273,073,754	103.0	103.5	102.5	103.0	+1.00	6,282	2014-01-13	103.0	103.0	103.0	0.0
51	2014-01-14	21,718,294	2,237,629,782	102.5	103.5	102.0	103.5	+0.50	5,256	2014-01-14	103.5	102.5	103.5	1.0
52	2014-01-15	54,458,036	5,722,578,780	104.0	106.0	104.0	105.0	+1.50	15,415	2014-01-15	105.0	104.0	105.0	1.0
53	2014-01-16	49,601,100	5,301,040,094	106.0	107.5	106.0	107.0	+2.00	16,279	2014-01-16	107.0	106.0	107.0	1.0
54	2014-01-17	55,767,194	6,014,453,565	108.0	108.5	107.0	107.5	+0.50	15,038	2014-01-17	107.5	108.0	107.5	-0.5
55	2014-01-20	24,299,123	2,622,482,683	107.0	108.5	107.0	107.5	 0.00	8,533	2014-01-20	107.5	107.0	107.5	0.5
56	2014-01-21	25,121,036	2,695,028,292	108.5	108.5	106.0	106.5	-1.00	6,334	2014-01-21	106.5	108.5	106.5	-2.0
57	2014-01-22	28,726,849	3,065,077,343	106.0	107.5	106.0	107.5	+1.00	7,549	2014-01-22	107.5	106.0	107.5	1.5
58	2014-01-23	28,308,805	3,055,374,935	108.5	108.5	107.5	107.5	 0.00	7,461	2014-01-23	107.5	108.5	107.5	-1.0
59	2014-01-24	34,059,356	3,671,261,247	107.0	108.5	107.0	108.0	+0.50	8,172	2014-01-24	108.0	107.0	108.0	1.0
