	Date	Volume	Turnover	Open	High	Low	Close	Diff	Count	ds	Adj. Close	Adj. Open	y	Daily Change
60	2014-01-27	65,271,057	6,848,753,986	106.0	106.5	104.0	105.0	-3.00	17,118	2014-01-27	105.0	106.0	105.0	-1.0
61	2014-02-05	147,198,405	14,922,299,001	102.0	102.0	100.5	100.5	-4.50	37,866	2014-02-05	100.5	102.0	100.5	-1.5
62	2014-02-06	73,840,243	7,540,841,366	101.0	103.0	101.0	102.0	+1.50	16,321	2014-02-06	102.0	101.0	102.0	1.0
63	2014-02-07	54,185,812	5,628,604,948	103.5	104.5	103.0	104.0	+2.00	14,854	2014-02-07	104.0	103.5	104.0	0.5
64	2014-02-10	26,243,521	2,725,145,903	104.0	104.5	103.0	103.0	-1.00	7,897	2014-02-10	103.0	104.0	103.0	-1.0
65	2014-02-11	23,523,880	2,436,083,720	104.5	105.0	104.0	104.5	+1.50	6,947	2014-02-11	104.5	104.5	104.5	0.0
66	2014-02-12	25,305,882	2,661,441,170	105.0	105.5	104.5	105.0	+0.50	7,138	2014-02-12	105.0	105.0	105.0	0.0
67	2014-02-13	19,625,423	2,067,832,915	105.0	106.0	105.0	105.0	 0.00	5,781	2014-02-13	105.0	105.0	105.0	0.0
68	2014-02-14	42,737,744	4,578,772,108	106.5	107.5	106.5	107.5	+2.50	14,580	2014-02-14	107.5	106.5	107.5	1.0
69	2014-02-17	34,368,373	3,714,458,464	108.0	108.5	107.5	108.5	+1.00	11,664	2014-02-17	108.5	108.0	108.5	0.5
70	2014-02-18	22,289,965	2,403,989,204	108.5	108.5	107.5	108.0	-0.50	5,778	2014-02-18	108.0	108.5	108.0	-0.5
71	2014-02-19	28,886,535	3,102,602,484	108.0	108.0	107.0	108.0	 0.00	7,006	2014-02-19	108.0	108.0	108.0	0.0
72	2014-02-20	28,469,515	3,029,358,090	106.5	107.0	106.0	106.5	-1.50	6,646	2014-02-20	106.5	106.5	106.5	0.0
73	2014-02-21	31,505,340	3,381,313,380	107.0	107.5	107.0	107.5	+1.00	7,819	2014-02-21	107.5	107.0	107.5	0.5
74	2014-02-24	32,057,819	3,435,891,697	107.5	108.0	106.0	107.0	-0.50	6,992	2014-02-24	107.0	107.5	107.0	-0.5
75	2014-02-25	34,350,129	3,685,266,810	107.5	108.0	106.5	108.0	+1.00	6,570	2014-02-25	108.0	107.5	108.0	0.5
76	2014-02-26	34,982,996	3,762,870,072	107.5	108.0	107.0	107.5	-0.50	5,182	2014-02-26	107.5	107.5	107.5	0.0
77	2014-02-27	49,352,141	5,323,712,132	107.5	108.0	107.5	108.0	+0.50	7,531	2014-02-27	108.0	107.5	108.0	0.5
78	2014-03-03	62,467,129	6,706,761,665	108.0	108.0	106.5	108.0	 0.00	10,046	2014-03-03	108.0	108.0	108.0	0.0
79	2014-03-04	48,939,593	5,273,707,058	108.0	108.0	107.5	107.5	-0.50	9,493	2014-03-04	107.5	108.0	107.5	-0.5
80	2014-03-05	55,447,701	6,074,004,809	108.5	110.0	108.5	110.0	+2.50	16,511	2014-03-05	110.0	108.5	110.0	1.5
81	2014-03-06	72,622,868	8,142,187,484	110.0	113.5	110.0	113.0	+3.00	18,144	2014-03-06	113.0	110.0	113.0	3.0
82	2014-03-07	66,916,749	7,649,451,186	114.0	115.0	113.5	114.5	+1.50	17,219	2014-03-07	114.5	114.0	114.5	0.5
83	2014-03-10	38,430,338	4,354,521,623	114.5	114.5	112.5	113.0	-1.50	9,237	2014-03-10	113.0	114.5	113.0	-1.5
84	2014-03-11	29,182,885	3,324,036,739	113.5	114.5	113.5	114.0	+1.00	9,133	2014-03-11	114.0	113.5	114.0	0.5
85	2014-03-12	18,414,771	2,073,574,352	112.5	113.0	112.0	113.0	-1.00	5,218	2014-03-12	113.0	112.5	113.0	0.5
86	2014-03-13	59,080,824	6,890,677,534	116.5	117.5	115.5	116.5	+3.50	16,969	2014-03-13	116.5	116.5	116.5	0.0
87	2014-03-14	47,105,032	5,396,134,366	115.0	115.5	114.0	115.0	-1.50	12,132	2014-03-14	115.0	115.0	115.0	0.0
88	2014-03-17	33,910,334	3,854,652,365	114.5	115.0	113.0	114.0	-1.00	8,995	2014-03-17	114.0	114.5	114.0	-0.5
89	2014-03-18	37,517,456	4,285,097,984	114.5	115.0	113.5	114.5	+0.50	7,396	2014-03-18	114.5	114.5	114.5	0.0
90	2014-03-19	35,237,094	4,023,833,316	114.5	115.0	113.5	114.5	 0.00	6,589	2014-03-19	114.5	114.5	114.5	0.0
91	2014-03-20	46,512,209	5,232,891,154	113.0	113.5	112.0	112.0	-2.50	13,078	2014-03-20	112.0	113.0	112.0	-1.0
92	2014-03-21	60,438,012	6,807,696,918	114.0	114.0	112.0	112.5	+0.50	7,294	2014-03-21	112.5	114.0	112.5	-1.5
93	2014-03-24	29,607,569	3,320,400,583	111.5	112.5	111.5	112.5	 0.00	7,098	2014-03-24	112.5	111.5	112.5	1.0
94	2014-03-25	38,070,794	4,291,636,589	111.5	113.5	111.5	113.5	+1.00	6,933	2014-03-25	113.5	111.5	113.5	2.0
95	2014-03-26	45,234,160	5,211,750,315	115.5	116.0	114.5	115.5	+2.00	12,860	2014-03-26	115.5	115.5	115.5	0.0
96	2014-03-27	31,399,282	3,609,273,026	114.5	116.0	114.0	116.0	+0.50	8,641	2014-03-27	116.0	114.5	116.0	1.5
97	2014-03-28	43,794,489	5,107,684,713	116.0	117.5	115.5	117.5	+1.50	12,521	2014-03-28	117.5	116.0	117.5	1.5
98	2014-03-31	47,146,441	5,550,959,038	118.0	118.5	116.5	118.5	+1.00	8,839	2014-03-31	118.5	118.0	118.5	0.5
99	2014-04-01	40,636,462	4,834,224,978	119.0	119.5	118.5	119.5	+1.00	12,571	2014-04-01	119.5	119.0	119.5	0.5
100	2014-04-02	43,684,651	5,238,971,816	120.5	121.0	119.0	120.0	+0.50	9,400	2014-04-02	120.0	120.5	120.0	-0.5
101	2014-04-03	37,000,420	4,374,998,060	118.5	119.0	117.5	118.5	-1.50	10,198	2014-04-03	118.5	118.5	118.5	0.0
102	2014-04-07	45,254,843	5,305,535,631	117.5	118.0	116.5	117.5	-1.00	11,316	2014-04-07	117.5	117.5	117.5	0.0
103	2014-04-08	43,894,168	5,173,993,549	117.0	119.5	117.0	119.0	+1.50	9,396	2014-04-08	119.0	117.0	119.0	2.0
104	2014-04-09	29,648,114	3,548,296,766	119.5	120.0	119.0	119.0	 0.00	8,284	2014-04-09	119.0	119.5	119.0	-0.5
105	2014-04-10	27,215,773	3,243,663,187	119.0	119.5	118.5	119.5	+0.50	7,229	2014-04-10	119.5	119.0	119.5	0.5
106	2014-04-11	34,847,792	4,153,152,840	118.5	120.0	118.0	120.0	+0.50	7,639	2014-04-11	120.0	118.5	120.0	1.5
107	2014-04-14	31,053,034	3,738,450,410	120.0	121.0	120.0	120.5	+0.50	8,739	2014-04-14	120.5	120.0	120.5	0.5
108	2014-04-15	29,397,114	3,579,955,408	121.5	122.5	121.0	122.5	+2.00	9,839	2014-04-15	122.5	121.5	122.5	1.0
109	2014-04-16	51,075,652	6,208,178,396	121.5	122.5	121.0	121.0	-1.50	10,989	2014-04-16	121.0	121.5	121.0	-0.5
110	2014-04-17	36,418,501	4,374,322,920	120.5	121.5	119.0	120.0	-1.00	9,152	2014-04-17	120.0	120.5	120.0	-0.5
111	2014-04-18	32,921,335	4,023,630,870	122.5	123.0	121.0	123.0	+3.00	9,515	2014-04-18	123.0	122.5	123.0	0.5
112	2014-04-21	24,162,522	2,938,646,120	122.0	122.0	121.0	121.5	-1.50	5,868	2014-04-21	121.5	122.0	121.5	-0.5
113	2014-04-22	27,034,052	3,282,075,077	121.0	122.5	120.5	121.5	 0.00	5,886	2014-04-22	121.5	121.0	121.5	0.5
114	2014-04-23	34,358,023	4,181,126,643	123.0	123.0	120.5	121.0	-0.50	8,145	2014-04-23	121.0	123.0	121.0	-2.0
115	2014-04-24	25,524,592	3,080,805,399	121.0	121.0	120.0	121.0	 0.00	6,289	2014-04-24	121.0	121.0	121.0	0.0
116	2014-04-25	49,438,252	5,889,185,811	121.0	121.0	118.0	118.5	-2.50	11,457	2014-04-25	118.5	121.0	118.5	-2.5
117	2014-04-28	28,068,430	3,344,699,670	118.5	120.0	117.5	119.0	+0.50	7,030	2014-04-28	119.0	118.5	119.0	0.5
118	2014-04-29	21,811,790	2,618,945,800	120.5	121.0	119.0	120.5	+1.50	4,991	2014-04-29	120.5	120.5	120.5	0.0
119	2014-04-30	44,124,133	5,237,519,729	120.0	120.5	117.0	118.5	-2.00	9,169	2014-04-30	118.5	120.0	118.5	-1.5
120	2014-05-02	45,030,119	5,324,516,642	119.0	119.5	117.0	118.0	-0.50	9,573	2014-05-02	118.0	119.0	118.0	-1.0
121	2014-05-05	28,887,828	3,374,584,476	117.5	118.0	116.0	117.0	-1.00	8,961	2014-05-05	117.0	117.5	117.0	-0.5
122	2014-05-06	27,525,257	3,247,099,826	117.0	119.0	116.5	118.0	+1.00	5,217	2014-05-06	118.0	117.0	118.0	1.0
123	2014-05-07	33,276,563	3,931,216,686	118.0	119.0	117.5	118.5	+0.50	6,945	2014-05-07	118.5	118.0	118.5	0.5
124	2014-05-08	30,096,125	3,594,265,403	119.5	120.0	119.0	119.5	+1.00	5,599	2014-05-08	119.5	119.5	119.5	0.0
125	2014-05-09	23,287,585	2,785,144,700	120.0	120.0	119.0	120.0	+0.50	6,405	2014-05-09	120.0	120.0	120.0	0.0
126	2014-05-12	37,048,901	4,390,300,238	119.5	120.0	117.5	118.5	-1.50	6,664	2014-05-12	118.5	119.5	118.5	-1.0
127	2014-05-13	24,046,010	2,894,574,200	120.0	121.0	119.5	120.5	+2.00	7,767	2014-05-13	120.5	120.0	120.5	0.5
128	2014-05-14	32,903,344	3,991,162,751	121.0	122.0	120.5	122.0	+1.50	9,719	2014-05-14	122.0	121.0	122.0	1.0
129	2014-05-15	16,813,508	2,040,805,195	121.0	122.0	120.5	122.0	 0.00	5,040	2014-05-15	122.0	121.0	122.0	1.0
130	2014-05-16	28,679,719	3,497,688,718	122.0	123.0	121.0	122.0	 0.00	7,047	2014-05-16	122.0	122.0	122.0	0.0
131	2014-05-19	20,829,956	2,524,459,168	122.0	122.5	121.0	121.0	-1.00	5,325	2014-05-19	121.0	122.0	121.0	-1.0
132	2014-05-20	25,402,168	3,088,614,323	122.0	122.0	121.0	121.0	 0.00	7,109	2014-05-20	121.0	122.0	121.0	-1.0
133	2014-05-21	24,218,702	2,935,442,563	122.0	122.0	120.5	120.5	-0.50	6,337	2014-05-21	120.5	122.0	120.5	-1.5
134	2014-05-22	26,336,625	3,198,768,892	121.5	122.0	121.0	122.0	+1.50	5,227	2014-05-22	122.0	121.5	122.0	0.5
135	2014-05-23	31,778,175	3,866,486,107	121.0	122.5	121.0	122.0	 0.00	6,260	2014-05-23	122.0	121.0	122.0	1.0
136	2014-05-26	19,854,258	2,439,783,565	123.0	123.5	122.0	123.0	+1.00	7,319	2014-05-26	123.0	123.0	123.0	0.0
137	2014-05-27	18,301,066	2,259,936,878	122.5	124.0	122.5	123.5	+0.50	6,092	2014-05-27	123.5	122.5	123.5	1.0
138	2014-05-28	37,799,997	4,658,742,565	124.0	124.0	122.5	124.0	+0.50	8,443	2014-05-28	124.0	124.0	124.0	0.0
139	2014-05-29	43,079,080	5,267,063,156	123.5	124.0	121.5	122.0	-2.00	9,131	2014-05-29	122.0	123.5	122.0	-1.5
140	2014-05-30	69,113,681	8,318,164,317	122.0	122.5	119.5	119.5	-2.50	10,342	2014-05-30	119.5	122.0	119.5	-2.5
141	2014-06-03	40,522,053	4,915,125,996	120.0	122.5	120.0	122.5	+3.00	10,640	2014-06-03	122.5	120.0	122.5	2.5
142	2014-06-04	33,486,050	4,136,552,150	123.5	124.0	123.0	123.5	+1.00	8,162	2014-06-04	123.5	123.5	123.5	0.0
143	2014-06-05	19,558,349	2,397,329,714	123.0	123.5	121.5	123.0	-0.50	4,842	2014-06-05	123.0	123.0	123.0	0.0
144	2014-06-06	19,282,324	2,364,596,528	123.5	123.5	122.0	122.5	-0.50	4,910	2014-06-06	122.5	123.5	122.5	-1.0
145	2014-06-09	19,730,824	2,424,539,886	122.5	123.5	122.5	123.0	+0.50	5,157	2014-06-09	123.0	122.5	123.0	0.5
146	2014-06-10	26,661,384	3,298,134,327	123.0	124.5	122.5	124.5	+1.50	6,557	2014-06-10	124.5	123.0	124.5	1.5
147	2014-06-11	27,990,426	3,479,529,424	124.0	125.0	123.5	125.0	+0.50	6,589	2014-06-11	125.0	124.0	125.0	1.0
148	2014-06-12	22,300,962	2,755,883,265	124.0	124.0	123.0	123.5	-1.50	5,812	2014-06-12	123.5	124.0	123.5	-0.5
149	2014-06-13	17,197,521	2,117,623,583	123.0	123.5	122.5	123.0	-0.50	4,424	2014-06-13	123.0	123.0	123.0	0.0
150	2014-06-16	13,737,288	1,691,353,424	122.5	124.0	122.5	124.0	+1.00	5,010	2014-06-16	124.0	122.5	124.0	1.5
151	2014-06-17	20,568,681	2,557,854,737	124.0	125.0	123.0	125.0	+1.00	6,971	2014-06-17	125.0	124.0	125.0	1.0
152	2014-06-18	38,103,408	4,778,941,290	125.0	126.5	124.0	125.5	+0.50	8,642	2014-06-18	125.5	125.0	125.5	0.5
153	2014-06-19	25,211,563	3,163,386,515	124.5	126.0	124.5	126.0	+0.50	5,043	2014-06-19	126.0	124.5	126.0	1.5
154	2014-06-20	31,589,978	3,951,298,152	126.5	127.0	124.0	124.5	-1.50	5,267	2014-06-20	124.5	126.5	124.5	-2.0
155	2014-06-23	25,147,462	3,108,562,826	125.0	125.5	123.0	123.0	-1.50	6,320	2014-06-23	123.0	125.0	123.0	-2.0
156	2014-06-24	36,234,466	4,451,530,440	123.0	123.5	122.0	123.0	 0.00	8,507	2014-06-24	123.0	123.0	123.0	0.0
157	2014-06-25	31,028,964	3,835,858,072	123.0	124.5	123.0	123.5	+0.50	7,395	2014-06-25	123.5	123.0	123.5	0.5
158	2014-06-26	33,938,460	4,216,435,800	124.5	125.0	123.5	124.5	+1.00	5,578	2014-06-26	124.5	124.5	124.5	0.0
159	2014-06-27	44,450,355	5,576,193,375	125.0	126.5	124.0	125.5	+1.00	9,021	2014-06-27	125.5	125.0	125.5	0.5
160	2014-06-30	38,191,504	4,827,284,804	126.0	127.0	125.0	126.5	+1.00	7,469	2014-06-30	126.5	126.0	126.5	0.5
161	2014-07-01	33,022,537	4,220,113,199	126.5	128.5	126.0	128.0	+1.50	7,806	2014-07-01	128.0	126.5	128.0	1.5
162	2014-07-02	51,623,745	6,784,671,858	129.5	132.5	129.0	132.5	+4.50	13,133	2014-07-02	132.5	129.5	132.5	3.0
163	2014-07-03	41,188,579	5,481,357,096	131.5	135.0	130.5	134.5	+2.00	12,822	2014-07-03	134.5	131.5	134.5	3.0
164	2014-07-04	44,516,194	5,982,542,686	133.5	136.0	132.0	135.0	+0.50	13,513	2014-07-04	135.0	133.5	135.0	1.5
165	2014-07-07	32,207,808	4,359,167,895	134.5	136.0	132.5	136.0	+1.00	10,456	2014-07-07	136.0	134.5	136.0	1.5
166	2014-07-08	36,299,510	4,898,844,484	135.5	136.0	134.0	134.5	-1.50	7,852	2014-07-08	134.5	135.5	134.5	-1.0
167	2014-07-09	39,336,800	5,286,821,200	133.5	135.0	133.5	134.0	-0.50	10,775	2014-07-09	134.0	133.5	134.0	0.5
168	2014-07-10	51,132,233	6,904,690,475	134.5	136.0	134.5	134.5	+0.50	9,008	2014-07-10	134.5	134.5	134.5	0.0
169	2014-07-11	43,513,681	5,946,107,116	136.0	138.0	135.5	136.5	+2.00	11,824	2014-07-11	136.5	136.0	136.5	0.5
170	2014-07-14	46,818,367	6,256,723,781	134.5	134.5	132.5	132.5	X0.00	14,589	2014-07-14	132.5	134.5	132.5	-2.0
171	2014-07-15	37,976,398	5,061,898,434	133.0	134.0	132.5	133.0	+0.50	8,483	2014-07-15	133.0	133.0	133.0	0.0
172	2014-07-16	42,072,768	5,539,818,008	133.0	133.5	130.0	130.5	-2.50	10,001	2014-07-16	130.5	133.0	130.5	-2.5
173	2014-07-17	138,665,459	17,243,062,335	125.0	125.5	123.0	124.5	-6.00	34,866	2014-07-17	124.5	125.0	124.5	-0.5
174	2014-07-18	97,366,229	11,985,660,029	121.5	124.0	121.5	123.5	-1.00	21,786	2014-07-18	123.5	121.5	123.5	2.0
175	2014-07-21	58,994,337	7,298,292,910	124.0	124.5	122.5	123.5	 0.00	15,070	2014-07-21	123.5	124.0	123.5	-0.5
176	2014-07-22	53,307,488	6,611,629,704	123.5	125.0	122.5	124.5	+1.00	12,061	2014-07-22	124.5	123.5	124.5	1.0
177	2014-07-24	66,041,379	8,233,198,975	124.5	125.0	124.0	125.0	+0.50	12,534	2014-07-24	125.0	124.5	125.0	0.5
178	2014-07-25	31,609,284	3,901,955,314	124.5	125.0	122.5	123.0	-2.00	11,359	2014-07-25	123.0	124.5	123.0	-1.5
179	2014-07-28	43,514,580	5,296,514,760	122.0	122.5	121.0	121.5	-1.50	13,121	2014-07-28	121.5	122.0	121.5	-0.5
180	2014-07-29	40,749,556	5,009,947,804	122.5	124.0	122.0	124.0	+2.50	11,381	2014-07-29	124.0	122.5	124.0	1.5
181	2014-07-30	32,428,969	4,031,742,597	123.5	125.0	123.0	124.5	+0.50	7,029	2014-07-30	124.5	123.5	124.5	1.0
182	2014-07-31	44,806,071	5,461,570,662	124.0	124.0	121.0	121.0	-3.50	13,163	2014-07-31	121.0	124.0	121.0	-3.0
183	2014-08-01	61,873,796	7,431,852,976	120.0	121.0	119.5	120.0	-1.00	13,006	2014-08-01	120.0	120.0	120.0	0.0
184	2014-08-04	39,730,078	4,849,122,094	120.0	123.5	120.0	123.5	+3.50	8,471	2014-08-04	123.5	120.0	123.5	3.5
185	2014-08-05	61,536,941	7,427,621,354	122.5	122.5	119.5	119.5	-4.00	15,190	2014-08-05	119.5	122.5	119.5	-3.0
186	2014-08-06	38,043,400	4,574,500,402	119.0	121.5	119.0	120.5	+1.00	9,762	2014-08-06	120.5	119.0	120.5	1.5
187	2014-08-07	30,079,734	3,630,553,139	120.5	121.5	119.5	121.5	+1.00	8,143	2014-08-07	121.5	120.5	121.5	1.0
188	2014-08-08	35,170,150	4,226,147,039	120.5	121.0	119.5	120.5	-1.00	7,307	2014-08-08	120.5	120.5	120.5	0.0
189	2014-08-11	42,993,969	5,176,984,237	120.0	121.0	119.5	120.5	 0.00	10,623	2014-08-11	120.5	120.0	120.5	0.5
190	2014-08-12	32,278,863	3,916,887,825	121.0	122.0	120.5	121.5	+1.00	7,524	2014-08-12	121.5	121.0	121.5	0.5
191	2014-08-13	39,837,469	4,865,692,921	121.0	123.5	120.5	122.5	+1.00	8,735	2014-08-13	122.5	121.0	122.5	1.5
192	2014-08-14	32,955,917	4,076,947,208	123.5	124.0	123.0	124.0	+1.50	9,499	2014-08-14	124.0	123.5	124.0	0.5
193	2014-08-15	19,189,066	2,379,577,684	124.5	125.0	123.0	124.0	 0.00	4,823	2014-08-15	124.0	124.5	124.0	-0.5
194	2014-08-18	14,766,724	1,822,155,852	124.0	124.0	122.5	123.0	-1.00	3,958	2014-08-18	123.0	124.0	123.0	-1.0
195	2014-08-19	31,922,961	3,971,298,664	124.0	125.0	123.5	124.0	+1.00	8,062	2014-08-19	124.0	124.0	124.0	0.0
196	2014-08-20	28,975,007	3,630,457,375	125.0	125.5	124.5	125.5	+1.50	9,137	2014-08-20	125.5	125.0	125.5	0.5
197	2014-08-21	23,089,886	2,874,689,300	126.0	126.0	124.0	124.5	-1.00	7,165	2014-08-21	124.5	126.0	124.5	-1.5
198	2014-08-22	42,775,096	5,361,134,500	124.5	126.0	123.5	125.5	+1.00	10,719	2014-08-22	125.5	124.5	125.5	1.0
199	2014-08-25	21,107,047	2,644,467,685	125.5	126.0	125.0	125.0	-0.50	5,152	2014-08-25	125.0	125.5	125.0	-0.5
200	2014-08-26	30,428,415	3,799,853,140	125.0	125.5	124.0	124.5	-0.50	6,140	2014-08-26	124.5	125.0	124.5	-0.5
201	2014-08-27	36,839,048	4,624,363,500	125.5	126.0	124.5	125.5	+1.00	8,829	2014-08-27	125.5	125.5	125.5	0.0
202	2014-08-28	21,759,522	2,719,379,450	126.0	126.0	124.5	125.0	-0.50	5,251	2014-08-28	125.0	126.0	125.0	-1.0
203	2014-08-29	28,358,752	3,524,840,748	124.5	125.0	124.0	124.0	-1.00	4,468	2014-08-29	124.0	124.5	124.0	-0.5
204	2014-09-01	37,523,903	4,781,100,964	125.0	128.5	125.0	128.5	+4.50	13,072	2014-09-01	128.5	125.0	128.5	3.5
205	2014-09-02	20,057,329	2,537,914,440	128.0	128.0	125.5	126.0	-2.50	6,797	2014-09-02	126.0	128.0	126.0	-2.0
206	2014-09-03	24,642,146	3,130,801,079	127.0	128.0	125.5	128.0	+2.00	7,148	2014-09-03	128.0	127.0	128.0	1.0
207	2014-09-04	22,110,294	2,807,139,114	128.0	128.0	126.0	127.5	-0.50	6,492	2014-09-04	127.5	128.0	127.5	-0.5
208	2014-09-05	20,128,089	2,547,458,803	128.5	128.5	125.5	127.0	-0.50	6,377	2014-09-05	127.0	128.5	127.0	-1.5
209	2014-09-09	24,359,374	3,094,467,478	127.5	127.5	126.5	127.0	 0.00	5,122	2014-09-09	127.0	127.5	127.0	-0.5
210	2014-09-10	29,718,910	3,704,045,310	126.0	126.0	124.0	125.0	-2.00	9,929	2014-09-10	125.0	126.0	125.0	-1.0
211	2014-09-11	24,328,911	3,053,093,835	126.0	126.0	125.0	125.0	 0.00	9,292	2014-09-11	125.0	126.0	125.0	-1.0
212	2014-09-12	20,299,517	2,511,970,309	124.5	125.0	123.0	123.0	-2.00	7,012	2014-09-12	123.0	124.5	123.0	-1.5
213	2014-09-15	19,643,901	2,412,393,245	122.5	123.5	122.0	123.5	+0.50	5,926	2014-09-15	123.5	122.5	123.5	1.0
214	2014-09-16	19,248,402	2,362,531,446	123.0	123.0	122.0	122.5	-1.00	4,550	2014-09-16	122.5	123.0	122.5	-0.5
215	2014-09-17	24,018,511	2,981,376,096	123.5	125.0	123.0	124.5	+2.00	6,056	2014-09-17	124.5	123.5	124.5	1.0
216	2014-09-18	14,791,473	1,842,073,367	124.5	125.0	123.5	125.0	+0.50	3,768	2014-09-18	125.0	124.5	125.0	0.5
217	2014-09-19	30,781,855	3,855,838,875	125.5	126.0	125.0	125.0	 0.00	6,541	2014-09-19	125.0	125.5	125.0	-0.5
218	2014-09-22	40,658,970	4,980,563,150	124.0	124.0	122.0	122.0	-3.00	12,386	2014-09-22	122.0	124.0	122.0	-2.0
219	2014-09-23	16,208,733	1,988,554,659	123.0	123.5	122.0	122.5	+0.50	4,520	2014-09-23	122.5	123.0	122.5	-0.5
220	2014-09-24	28,552,866	3,506,255,498	122.0	124.0	122.0	123.0	+0.50	8,362	2014-09-24	123.0	122.0	123.0	1.0
221	2014-09-25	23,840,728	2,918,138,416	123.0	124.0	121.5	122.0	-1.00	7,472	2014-09-25	122.0	123.0	122.0	-1.0
222	2014-09-26	25,408,337	3,076,869,614	121.0	121.5	120.5	121.0	-1.00	7,565	2014-09-26	121.0	121.0	121.0	0.0
223	2014-09-29	55,071,604	6,646,680,084	122.0	122.0	120.0	120.5	-0.50	8,787	2014-09-29	120.5	122.0	120.5	-1.5
224	2014-09-30	52,027,003	6,244,964,032	120.0	121.0	119.0	120.0	-0.50	10,098	2014-09-30	120.0	120.0	120.0	0.0
225	2014-10-01	42,581,377	5,158,093,766	120.0	122.0	120.0	121.5	+1.50	10,354	2014-10-01	121.5	120.0	121.5	1.5
226	2014-10-02	30,795,615	3,731,056,693	121.0	122.5	120.5	121.0	-0.50	7,962	2014-10-02	121.0	121.0	121.0	0.0
227	2014-10-03	52,042,943	6,451,706,432	122.5	125.0	122.0	124.5	+3.50	13,294	2014-10-03	124.5	122.5	124.5	2.0
228	2014-10-06	39,292,993	4,917,395,077	125.0	126.0	124.0	126.0	+1.50	8,484	2014-10-06	126.0	125.0	126.0	1.0
229	2014-10-07	40,188,171	5,008,511,591	125.0	125.5	123.5	125.0	-1.00	9,286	2014-10-07	125.0	125.0	125.0	0.0
230	2014-10-08	30,938,590	3,822,790,343	123.5	125.0	122.5	122.5	-2.50	7,052	2014-10-08	122.5	123.5	122.5	-1.0
231	2014-10-09	37,115,519	4,618,115,675	124.0	125.0	123.5	125.0	+2.50	8,511	2014-10-09	125.0	124.0	125.0	1.0
232	2014-10-13	77,985,231	9,387,511,086	119.0	121.5	118.0	120.5	-4.50	17,422	2014-10-13	120.5	119.0	120.5	1.5
233	2014-10-14	31,887,790	3,860,053,450	120.0	121.5	119.5	121.0	+0.50	7,721	2014-10-14	121.0	120.0	121.0	1.0
234	2014-10-15	50,496,268	6,152,445,530	121.5	123.0	121.0	121.5	+0.50	8,865	2014-10-15	121.5	121.5	121.5	0.0
235	2014-10-16	46,431,478	5,646,852,831	121.5	124.0	120.0	121.5	 0.00	10,408	2014-10-16	121.5	121.5	121.5	0.0
236	2014-10-17	92,077,567	11,471,479,741	125.0	125.5	123.5	123.5	+2.00	17,100	2014-10-17	123.5	125.0	123.5	-1.5
237	2014-10-20	38,619,120	4,836,985,013	125.0	126.0	124.5	126.0	+2.50	10,285	2014-10-20	126.0	125.0	126.0	1.0
238	2014-10-21	25,647,836	3,212,361,500	126.0	126.0	124.5	125.0	-1.00	5,980	2014-10-21	125.0	126.0	125.0	-1.0
239	2014-10-22	65,855,978	8,448,819,662	127.5	129.0	127.5	129.0	+4.00	18,767	2014-10-22	129.0	127.5	129.0	1.5
240	2014-10-23	28,085,000	3,592,328,456	128.0	128.5	127.5	127.5	-1.50	7,546	2014-10-23	127.5	128.0	127.5	-0.5
241	2014-10-24	42,161,680	5,309,444,319	127.0	127.5	125.0	125.5	-2.00	11,207	2014-10-24	125.5	127.0	125.5	-1.5
242	2014-10-27	25,145,300	3,198,861,200	126.5	128.0	126.5	128.0	+2.50	6,666	2014-10-27	128.0	126.5	128.0	1.5
243	2014-10-28	35,018,669	4,502,178,132	129.0	129.5	127.5	128.0	 0.00	9,193	2014-10-28	128.0	129.0	128.0	-1.0
244	2014-10-29	34,860,584	4,492,215,211	129.0	129.5	128.0	129.0	+1.00	9,425	2014-10-29	129.0	129.0	129.0	0.0
245	2014-10-30	35,723,762	4,573,685,036	128.5	129.0	127.0	128.5	-0.50	6,368	2014-10-30	128.5	128.5	128.5	0.0
246	2014-10-31	42,413,458	5,477,556,934	128.0	130.5	127.5	130.5	+2.00	8,496	2014-10-31	130.5	128.0	130.5	2.5
247	2014-11-03	45,307,093	5,946,034,891	132.0	132.5	130.5	131.0	+0.50	9,263	2014-11-03	131.0	132.0	131.0	-1.0
248	2014-11-04	32,566,058	4,280,472,598	132.0	132.0	131.0	132.0	+1.00	8,649	2014-11-04	132.0	132.0	132.0	0.0
249	2014-11-05	22,638,263	2,980,749,040	131.5	132.0	131.0	132.0	 0.00	6,894	2014-11-05	132.0	131.5	132.0	0.5
250	2014-11-06	28,559,948	3,771,103,320	132.5	132.5	131.5	132.0	 0.00	7,600	2014-11-06	132.0	132.5	132.0	-0.5
251	2014-11-07	17,385,452	2,278,727,212	131.5	131.5	130.5	131.0	-1.00	4,984	2014-11-07	131.0	131.5	131.0	-0.5
252	2014-11-10	43,174,974	5,768,165,266	132.5	134.5	132.0	134.5	+3.50	14,569	2014-11-10	134.5	132.5	134.5	2.0
253	2014-11-11	20,484,607	2,745,359,989	135.0	135.0	133.0	134.0	-0.50	7,515	2014-11-11	134.0	135.0	134.0	-1.0
254	2014-11-12	27,434,390	3,631,228,480	134.5	134.5	131.5	132.0	-2.00	7,901	2014-11-12	132.0	134.5	132.0	-2.5
